Sentence,NER
"To gain further insight into the molecular mechanisms that control tal - 1 expression , we investigated tal - 1 chromatin structure in erythroid / megakaryocytic cell lines and in T - cell lines either with or without tal - 1 rearrangements .",O O O O O O O O O O B I I O O O O B I I O O O O O O O O O O O O O O O O O O B I I I O
"Tal - 1 transcription was shown to be monoallelic in Jurkat , a T - cell line that expresses tal - 1 in the absence of apparent genomic alteration of the locus .",O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O
Five major DNase - I hypersensitive sites ( HS ) were mapped in the tal - 1 locus .,O O B I I I I O B O O O O O B I I O O
"HS I , IV , and V were exclusively observed in the erythroid / megakaryocytic cell lines that express tal - 1 from the promoters 1a and 1b .",B I I I I I I O O O O O O O O O O O O B I I O O B I I I O
"HS II was weak in hematopoietic cell lines , absent in Hela , and greatly enhanced in Jurkat , suggesting that this region might be implicated in the cis - activation of tal - 1 promoter 1b in this cell line .",B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O
"HS III was weak in HEL and Jurkat , and greatly enhanced in DU528 , a T - cell line that bears a t ( 1 ; 14 ) and initiates tal - 1 transcription within exon 4 .",B I O O O O O O O O O O O O O O O O O O O O B I I I I I I O O B I I O O B I O
These results suggest that distinct regulatory elements are associated with the use of the different tal - 1 promoters .,O O O O O B I O O O O O O O O B I I I O
Erythropoietin - dependent induction of hemoglobin synthesis in a cytokine - dependent cell line M - TAT .,B O O O O B O O O O O O O O O O O O
"We cultured M - TAT cells long term ( > 1 year ) in the continuous presence of erythropoietin ( EPO ) , granulocyte - macrophage colony - stimulating factor ( GM - CSF ) , or stem cell factor ( SCF ) .",O O O O O O O O O O O O O O O O O O B O B O O B I I I I I I O B I I O O O B I I O B O O
"These long term cultures are referred to as M - TAT / EPO , M - TAT / GM - CSF , and M - TAT / SCF cells , respectively .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Hemoglobin concentration and gamma - globin and erythroid delta - aminolevulinate synthase mRNA levels were significantly higher in M - TAT / EPO cells than in M - TAT / GM - CSF cells .,B O O B I I O B I I I I I O O O O O O O O O O O O O O O O O O O O O O
"When the supplemented cytokine was switched from GM - CSF to EPO , hemoglobin synthesis in M - TAT / GM - CSF cells increased rapidly ( within 5 h ) , and the level of GATA - 1 mRNA increased .",O O O B O O O B I I O B O B O O O O O O O O O O O O O O O O O O O O O O B I I I O O
"Thus , erythroid development of M - TAT cells is promoted by EPO and suppressed by GM - CSF .",O O O O O O O O O O O O B O O O B I I O
These results support the hypothesis that EPO actively influences the programming of gene expression required for erythroid progenitor cell differentiation .,O O O O O O B O O O O O O O O O O O O O O
The role of cellular transcription factor E2F in the regulation of cdc2 mRNA expression and cell cycle control of human hematopoietic cells .,O O O B I I I O O O O B I O O O O O O O O O O
cdc2 mRNA transcripts were detected in immature bone marrow cells and became undetectable along with differentiation .,B I I O O O O O O O O O O O O O O
"Peripheral blood resting cells did not express cdc2 mRNA , but it was induced in T - lymphocytes when the cells reentered the cell cycle in response to specific mitogens .",O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O
"In contrast , cdc2 mRNA could not be induced in granulocytes and monocytes even after the culture with the appropriate stimulants .",O O O B I O O O O O O O O O O O O O O O O O
"In order to investigate the mechanism of the regulation of cdc2 mRNA expression in hematopoietic cells , we isolated the 5 ' - flanking sequence of the cdc2 gene and found the putative E2F binding site at the position of nucleotides - 124 to - 117 .",O O O O O O O O O O B I O O O O O O O O B I I I I O O B I O O O O O B I O O O O B I I I I I O
"The binding of E2F at this region was detected by a gel - retardation assay and DNaseI footprinting in phytohemagglutinin - stimulated T - lymphocytes , which was coincident with the expression of cdc2 mRNA .",O O O B O O O O O O O O O O O O B O O O O O O O O O O O O O O O O B I O
E2F binding was not observed in both granulocytes and monocytes .,B O O O O O O O O O O
"The induction of E2F activity preceded the appearance of cdc2 mRNA , which is consistent with the role of E2F in the regulation of cdc2 mRNA expression .",O O O B O O O O O B I O O O O O O O O B O O O O O O O O
These results suggest that cdc2 mRNA expression is related to the cell cycling of normal human hematopoietic cells and that E2F plays some roles in the regulation of its expression .,O O O O B I O O O O O O O O O O O O O O B O O O O O O O O O O
"A wide spectrum of levels of HIV - 1 expression have been demonstrated in various cells , both in cell culture and in vivo .",O O O O O O O O O O O O O O O O O O O O O O O O O
Molecular mechanisms leading to restricted HIV - 1 replication may differ between certain cell types .,O O O O O O O O O O O O O O O O
"It is now demonstrated that HIV - 1 proviral latency in the monocytic cell line U1 , in which only extremely low levels of HIV - 1 expression are detected in the baseline unstimulated state , is associated with alterations in nuclear factor - kappa B ( NF - kappa B ) moieties demonstrated in these cells by electrophoretic mobility shift assays ( EMSAs ) and in situ UV cross - linking studies .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I I I I I I O O O O O O O O O O O O O O O O O O O O O
"A predominance of p50 NF - kappa B moieties and possibly p50 homodimers or closely related species , rather than the p50 - p56 heterodimer of NF - kappa B that is the predominant NF - kappa B species in most T lymphocytic and monocytic cells , is demonstrated in the nuclei of U1 cells .",O O O B I I I I I O O B I O O O O O O O O B I I I O B I I I O O O O B I I I O O O O O O O O O O O O O O O O O O
"This pattern of NF - kappa B - related moieties differs from the latently infected T lymphocytic cell line ACH - 2 , and from the U937 monocytic line , the parental cell line of the U1 cellular clone .",O O O B I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"As such , these data suggest that different proximal mechanisms may lead to restricted HIV - 1 replication in various cell types .",O O O O O O O O O O O O O O O O O O O O O O O
[ Regulation of transcription of the interleukin - 2 gene in B - lymphocytes ],O O O O O O B I I I O O O O O
"Since most B cell clones immortalized with EBV virus can be induced to produce interleukin - 2 , a typical T cell cytokine , we studied the role of different elements of the IL - 2 promoter in such clones by transfection .",O O O O O O O O O O O O O O B I I O O O B I I O O O O O O O O O O B I I I O O O O O O
"It was found , in particular , that the element TCEd , which binds the transcription factor NF - kB , is very active in all three B clones tested .",O O O O O O O O O O B O O O O B I B I I O O O O O O O O O O O
This element has no activity in T cells of the Jurkat line .,O O O O O O O O O O O O O
Different elements thus contribute to IL - 2 promoter activity in different cells .,O O O O O B I I I O O O O O
Regulation of I kappa B alpha and p105 in monocytes and macrophages persistently infected with human immunodeficiency virus .,O O B I I I O B O O O O O O O O O O O
The mechanisms regulating human immunodeficiency virus ( HIV ) persistence in human monocytes / macrophages are partially understood .,O O O O O O O O O O O O O O O O O O O
Persistent HIV infection of U937 monocytic cells results in NF - kappa B activation .,O O O O O O O O O B I I I O O
Whether virus - induced NF - kappa B activation is a mechanism that favors continuous viral replication in macrophages remains unknown .,O O O O B I I I O O O O O O O O O O O O O O
"To further delineate the molecular mechanisms involved in the activation of NF - kappa B in HIV - infected monocytes and macrophages , we have focused on the regulation of the I kappa B molecules .",O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O
"First , we show that persistent HIV infection results in the activation of NF - kappa B not only in monocytic cells but also in macrophages .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In HIV - infected cells , I kappa B alpha protein levels are decreased secondary to enhanced protein degradation .",O O O O O O B I I I O O O O O O O O O O
"Another protein with I kappa B function , p105 , is also modified in HIV - infected cells : p105 and p50 steady - state protein levels are increased as a result of increased synthesis and proteolytic processing of p105 .",O O O O O O O O B O O O O O O O O O O B O B O O O O O O O O O O O O O O O O O B O
"These results demonstrate the existence of a triple autoregulatory loop in monocytes and macrophages involving HIV , p105 and p50 , and MAD3 , with the end result of persistent NF - kappa B activation and viral persistence .",O O O O O O O O O O O O O O O O O B O B O O B O O O O O O O O O O O O O O O O
"Furthermore , persistent HIV infection of monocytes and macrophages provides a useful model with which to study concomitant modifications of different I kappa B molecules .",O O O O O O O O O O O O O O O O O O O O O B I I I O
Glucocorticoid - induced apoptosis of human leukemic cells is caused by the repressive function of the glucocorticoid receptor .,O O O O O O O O O O O O O O O O B I O
"Induction of apoptosis in lymphocytes , which may account for the therapeutic effects of glucocorticoids in various diseases including leukemia , depends on the glucocorticoid receptor .",O O O O O O O O O O O O O O O O O O O O O O O O B I O
"However , the events leading from the activated receptor to cell lysis are not understood .",O O O O O O O O O O O O O O O O
A prevailing hypothesis postulates induction of so - called ' lysis genes ' by the activated receptor .,O O O O O O O O O O B I O O O B I O
"Furthermore , we show that retinoic acid can also induce apoptosis in these cells through the retinoic acid receptor , whose repressive functions but not target site specificity , are similar to those of the glucocorticoid receptor .",O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O B I O
"Therefore , the primary effect of the receptor in glucocorticoid - mediated apoptosis correlates with transcriptional repression rather than activation and could be mediated by interference with other transcription factors required for cell survival .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O
"NF - kappa B is a nuclear protein of the rel oncogene family capable of enhancing transcription of several cellular genes , including IL - 2 and the IL - 2 receptor , and viral genes transcribed from the HIV - 1 LTR .",B I I I O O B I O O B I I O O O O O B I I O O B I I O O B I I I O O B I O O O B I I I O
In this study the effects of HIV protease on NF - kappa B precursor activation were examined in Jurkat T cells by introducing a protease expression vector into the cells .,O O O O O O O O O B I I I O O O O O O O O O O O B I I O O O O
Increased NF - kappa B activity was observed and this increased activity was blocked by a specific inhibitor of the viral protease .,O B I I I O O O O O O O O O O O O O O O B I O
"Viral transcription , as measured using LTR - CAT assays , was only slightly enhanced in the HIV - protease expressing cells , while secretion of IL - 2 and expression of the IL - 2 receptor were not affected .",O O O O O O B B I O O O O O O O O O O O O O O O O O B I I O O O O B I I O O O O O
The limited activation of NF - kappa B by HIV protease appears unlikely to have a significant effect on virus expression or T cell function .,O O O O B I I I O B I O O O O O O O O O O O O O O O
"Inhibition of human immunodeficiency virus type 1 replication by a Tat - activated , transduced interferon gene : targeted expression to human immunodeficiency virus type 1 - infected cells .",O O O O O O O O O O B I I I I I I O O O O O O O O O O O O O
We have examined the feasibility of using interferon ( IFN ) gene transfer as a novel approach to anti - human immunodeficiency virus type 1 ( HIV - 1 ) therapy in this study .,O O O O O O O B O B O O O O O O O O O O O O O O O O O O O O O O O O O
"To limit expression of a transduced HIV - 1 long terminal repeat ( LTR ) - IFNA2 ( the new approved nomenclature for IFN genes is used throughout this article ) hybrid gene to the HIV - 1 - infected cells , HIV - 1 LTR was modified .",O O O O O O B I I I I I I I I I I O O O O O O B I O O O O O O B I O O O O O O O O O B I I I O O O
"Deletion of the NF - kappa B elements of the HIV - 1 LTR significantly inhibited Tat - mediated transactivation in T - cell lines , as well as in a monocyte line , U937 .",O O O B I I I I O O B I I I O O B O O O O O O O O O O O O O O O O O O O
"Replacement of the NF - kappa B elements in the HIV - 1 LTR by a DNA fragment derived from the 5 ' - flanking region of IFN - stimulated gene 15 ( ISG15 ) , containing the IFN - stimulated response element , partially restored Tat - mediated activation of LTR in T cells as well as in monocytes .",O O O B I I I I O O B I I I O O B I O O O B I I I I O B I I I I O B O O O O B I I I I O O O B O O O O B O O O O O O O O O
ISG15 - LTR - IFN hybrid gene inserted into the retrovirus vector was transduced into Jurkat and U937 cells .,B I I I I I I O O O B I O O O O O O O O
Enhancement of IFNA synthesis observed upon HIV - 1 infection resulted in significant inhibition of HIV - 1 replication for a period of at least 30 days .,O O B O O O O O O O O O O O O O O O O O O O O O O O O O
Virus isolated from IFNA - producing cells was able to replicate in the U937 cells but did not replicate efficiently in U937 cells transduced with the IFNA gene .,O O O O O O O O O O O O O O O O O O O O O O O O O O B I O
These results suggest that targeting IFN synthesis to HIV - 1 - infected cells is an attainable goal and that autocrine IFN synthesis results in a long - lasting and permanent suppression of HIV - 1 replication .,O O O O O B O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O
Chromosomal localization of two KOX zinc finger genes on chromosome bands 7q21 - q22 .,O O O O B I I I O B I B I I O
"Human cDNAs encoding Kruppel - type zinc finger domains , designated KOX 1 - 32 , have been cloned from human T lymphocyte cell line libraries .",B I O B I I I I I O O B I I I O O O O O B I I I I I O
We report here the regional localizations by in situ hybridization of KOX 18 and KOX 25 on chromosome bands 7q21q22 .,O O O O O O O O O O O B I O B I O B I I O
Pulse - field gel electrophoresis ( PFGE ) analysis showed that these genes are physically located within a DNA fragment of 250 kb .,O O O O O O O O O O O O O O O O O O B I O B I O
"The genes KOX 4 and KOX 9 , mapped on chromosome 8q24 , were found to be located within a DNA fragment of 450 kb .",O O B I O B I O O O B I O O O O O O O O B I O O O O
"From the present and previous data , eighteen different KOX genes have been located at least two by two within nine DNA fragments of 200 to 580 kb .",O O O O O O O O O B I O O O O O O O O O O B I O O O O O O
Influence of age on the production of Fos and Jun by influenza virus - exposed T cells .,O O O O O O O B O B O O O O O O O O
This study investigated age - related T cell responses after in vitro exposure to influenza A virus .,O O O O O O O O O O O O O O O O O O
"Mononuclear leukocytes from young or elderly persons were sham - exposed or exposed to influenza virus for 1 , 24 , and 72 h .",O O O O O O O O O O O O O O O O O O O O O O O O O
Immunofluorescent staining and flow cytometric analysis were then used to detect T cells producing the transcriptional regulating proteins Fos and Jun .,O O O O O O O O O O O O O O O B I I B O B O
Fewer virus - exposed cells from elderly donors stained for Fos and Jun at each data point compared with cells from young donors .,O O O O O O O O O O B O B O O O O O O O O O O O
"Thus , failure of virus - exposed T cells to produce Fos and Jun could contribute to the increase in illness due to influenza virus in the elderly .",O O O O O O O O O O O B O B O O O O O O O O O O O O O O O
OBJECTIVES : To analyze the effect of retinoic acids ( RA ) on HIV - 1 expression and correlate this effect with expression levels of RA receptors ( RARs ) in T - lymphoid and monocytoid cell lines .,O O O O O O O O O O O O O O O O O O O O O O O O O B I O B O O O O O O O O O O
"DESIGN AND METHODS : The effect of all - trans and 9 - cis RA on HIV - 1 production in T - lymphoid ( H9 , CEM ) and monocytoid ( U937 , THP - 1 ) cell lines was measured during acute and chronic infection .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The expression levels of human RAR alpha ( hRAR alpha , receptor for all - trans RA ) and the human retinoid - X receptor alpha ( hRXR alpha receptor for 9 - cis RA ) were determined by Northern blot analysis .",O O O O B I I O B I I I O O O O O O O O B I I I I I O B I I O O O O O O O O O O O O O
"RESULTS : Both all - trans and 9 - cis RA inhibited virus replication in HIV - 1 IIIB - infected monocytoid cells , in the presence and absence of the co - stimulatory agent phorbol myristate acetate ( PMA ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The retinoids had weak or no stimulatory effects on HIV production by T - cell lines .,O O O O O O O O O O O O O O O O O
HIV production by PMA - stimulated T - cell lines was inhibited by these retinoids .,O O O O O O O O O O O O O O O O
The 9 - cis RA was generally more effective than all - trans RA in inhibiting HIV production and in combination generally more effective than the single agents alone .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Human RAR alpha was expressed in H9 , U937 and THP - 1 cells , but almost undetectable in CEM cells .",B I I O O O O O O O O O O O O O O O O O O O
"Human RXR alpha was significantly expressed in U937 and THP - 1 cells , weakly expressed in H9 cells and not detectable in CEM cells .",B I I O O O O O O O O O O O O O O O O O O O O O O O
"After stimulation by PMA , RXR alpha expression increased in H9 and U937 cells but not in CEM cells .",O O O O O B I O O O O O O O O O O O O O
"Human RAR alpha expression was unchanged in H9 and CEM cells , and elevated in U937 cells , after PMA stimulation .",O O O O O O O O O O O O O O O O O O O O O O
CONCLUSION : The effect of RA on HIV - 1 expression was cell - type - dependent and partially correlated with cellular expression of RARs .,O O O O O O O O O O O O O O O O O O O O O O O O B O
Endogenous or exogenously administered RA may have a significant role in HIV regulation .,O O O O O O O O O O O O O O
Functions of glutathione and glutathione disulfide in immunology and immunopathology .,O O O O O O O O O O O
"At low GSSG levels , T cells can not optimally activate the immunologically important transcription factor NF kappa B , whereas high GSSG levels inhibit the DNA binding activity of NF kappa B .",O O O O O O O O O O O O O O B I B I I O O O O O O O O O O O B I I O
The effects of GSSG are antagonized by reduced thioredoxin ( TRX ) .,O O O O O O O O B O B O O
"As the protein tyrosine kinase activities p56lck and p59fyn are activated in intact cells by hydrogen peroxide , they are likely targets for GSSG action .",O O B I I O B O B O O O O O O O O O O O O O O O O O
"These redox - regulated enzymes trigger signal cascades for NF kappa B activation and transduce signals from the T cell antigen receptor , from CD4 and CD8 molecules , and from the IL - 2 receptor beta - chain .",O B I I I O O O O B I I O O O O O O B I I I O O B O B I O O O O B I I I I I I O
The effector phase of cytotoxic T cell responses and IL - 2 - dependent functions are inhibited even by a partial depletion of the intracellular GSH pool .,O O O O O O O O O B I I O O O O O O O O O O O O O O O O
"As HIV - infected patients and SIV - infected rhesus macaques have , on the average , significantly decreased plasma cyst ( e ) ine and intracellular GSH levels , we also hypothesize that AIDS may be the consequence of a GSSG deficiency as well .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
T cells from renal cell carcinoma patients exhibit an abnormal pattern of kappa B - specific DNA - binding activity : a preliminary report .,O O O O O O O O O O O O O O O O O O O O O O O O O
Recent data suggest that the poor induction of a T - cell response to human renal cell carcinoma ( RCC ) may be related to alterations in signal transduction pathways .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We report that T cells from RCC patients have two alterations in kappa B motif - specific DNA - binding activity .,O O O O O O O O O O O O O O O O O O O O O O
"The first alteration involves the constitutive expression of substantial kappa B - binding activity in nuclear extracts , which was observed in the electrophoretic mobility shift assay .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The magnitude of kappa B activity in unstimulated patient T cells was similar to that observed in T cells from normal individuals that had been activated in vitro .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"On the basis of Western blotting experiments using antibodies to kappa B / Rel family proteins , the kappa B - binding activity constitutively expressed in T cells from RCC patients is composed mostly of the NF - kappa B1 ( p50 ) subunit .",O O O O O O O O B O B I I I I I O O O O O O O O O O O O O O O O O O O O B I I I I I I I O
Western blotting analysis did not detect any RelA in nuclear extracts either before or after stimulation of T cells .,O O O O O O O B O O O O O O O O O O O O
The altered kappa B - binding activity in T cells from RCC patients may impair their capacity to respond normally to various stimuli .,O O O O O O O O O O O O O O O O O O O O O O O O
"Hemoglobin switching in humans is accompanied by changes in the ratio of the transcription factors , GATA - 1 and SP1 .",B O O O O O O O O O O O O B I O B I I O B O
BACKGROUND : Understanding the mechanism of developmental regulation of hemoglobin switching has scientific as well as clinical relevance because of the influence of fetal hemoglobin ( HbF ) production in adulthood on the clinical manifestation of thalassemia and sickle cell anemia .,O O O O O O O O O B O O O O O O O O O O O O O O B O B O O O O O O O O O O O O O O O
We have previously found that the normal developmental patterns of globin gene expression are recapitulated in an experimental system of primary cultures that support differentiation of erythroid progenitors .,O O O O O O O O O O B I O O O O O O O O O O O O O O O O O
"We further found that high activities of the transcriptional activators , GATA - 1 and SP1 , are associated with normal adult erythroid differentiation .",O O O O O O O O B I O B I I O B O O O O O O O O O
"MATERIALS AND METHODS : In the present work , we have studied , the activities of GATA - 1 and SP1 during differentiation of cultured erythroid progenitors derived from cord blood and from fetal livers , as well as from beta zero - thalassemia patients .",O O O O O O O O O O O O O O O O B I I O B O O O O O O O O O O O O O O O O O O O O O O O O O
RESULTS : The results showed high GATA - 1 binding activity and very low SP1 activity in the fetal liver cultures .,O O O O O O B I I O O O O O B O O O O O O O
"This pattern was in contrast to cultures derived from normal adult peripheral blood , in which both GATA - 1 and SP1 activities were high .",O O O O O O O O O O O O O O O O O B I I O B O O O O
The progenitors derived from a beta zero - thalassemia patient with high HbF production showed ` ` fetal ' ' pattern .,O O O O O O O O O O O O B O O O O O O O O O
"On the other hand , in cultures of 2 beta zero - thalassemia patients without high HbF , ` ` adult ' ' pattern was observed .",O O O O O O O O O O O O O O O O B O O O O O O O O O O
"CONCLUSIONS : In the present work , we show that human fetal and adult erythroid progenitors are distinct in their transcription factors , and that the commitment to fetal or adult program occurs at a very early differentiation stage .",O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O
Transcription - independent turnover of I kappa B alpha during monocyte adherence : implications for a translational component regulating I kappa B alpha / MAD - 3 mRNA levels .,O O O O O B I I I O O O O O O O O O O B I I I I I I I I O O
"We identified I kappa B alpha / MAD - 3 as an immediate - early gene in human monocytes that is expressed in response to a variety of signals , including adhesion , lipopolysaccharide , and phorbol myristate acetate .",O O B I I I I I I I O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O
"Within 5 min of monocyte adhesion , the level of the I kappa B alpha protein is markedly diminished but is rapidly replaced in a cycloheximide - sensitive manner within 20 min .",O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O
Accompanying the rapid turnover of the I kappa B alpha protein is simultaneous translocation of NF - kappa B - related transcription factors to nuclei of adhered monocytes .,O O O O O O B I I I I O O O O B I I I I I I I O O O O O O
The demonstration that NF - kappa B can regulate I kappa B alpha / MAD - 3 gene transcription in other cell types suggested that the rapid increase in steady - state I kappa B alpha / MAD - 3 mRNA levels we observed within 30 min of monocyte adherence would result from NF - kappa B - dependent transcriptional stimulation of the I kappa B alpha / MAD - 3 gene .,O O O B I I I O O B I I I I I I I I O O O O O O O O O O O O O O B I I I I I I I I O O O O O O O O O O O O B I I I O O O O O O B I I I I I I I I O
"Nuclear run - on analyses indicated that , instead , while several immediate - early cytokine genes , such as the interleukin 1 beta ( IL - 1 beta ) gene , were transcriptionally activated during monocyte adhesion , the rate of I kappa B alpha / MAD - 3 gene transcription remained constant .",O O O O O O O O O O O O B I I I I O O O O B I I I I I I I I I O O O O O O O O O O O B I I I I I I I I O O O O
The adherence - dependent increase in I kappa B alpha / MAD - 3 mRNA levels was also not a consequence of mRNA stabilization events .,O O O O O O B I I I I I I I I O O O O O O O B O O O
"Interestingly , while increases in both IL - 1 beta and I kappa B alpha / MAD - 3 mRNA levels were detected in nuclei of adherent monocytes , cytoplasmic levels of IL - 1 beta mRNA increased during adherence whereas those of I kappa B alpha / MAD - 3 mRNA did not .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O B I I I I I I I I O O O
"We propose that adherent monocytes regulate nuclear processing ( or decay ) of I kappa B alpha / MAD - 3 mRNA , thereby increasing mRNA levels without stimulating I kappa B alpha / MAD - 3 gene transcription .",O O O O O O O O O O O O O B I I I I I I I I O O O O O O O B I I I I I I I I O O
"Moreover , since inhibition of protein synthesis leads to accumulation of I kappa B alpha / MAD - 3 mRNA without stimulating I kappa B alpha / MAD - 3 gene transcription , we suggest that low cytoplasmic levels of I kappa B alpha / MAD - 3 mRNA are maintained by a translation - dependent degradation mechanism .",O O O O O O O O O O O B I I I I I I I I O O B I I I I I I I I O O O O O O O O O B I I I I I I I I O O O O O O O O O O
Distinct roles of the molecular chaperone hsp90 in modulating dioxin receptor function via the basic helix - loop - helix and PAS domains .,O O O O O B I O O O O O O O O B I I I I O B I O
The intracellular dioxin receptor mediates signal transduction by dioxin and functions as a ligand - activated transcription factor .,O B I I O O O O O O O O O B I I I I O
It contains a basic helix - loop - helix ( bHLH ) motif contiguous with a Per - Arnt - Sim ( PAS ) homology region .,O O O B I I I I I I I I I O O O B I I I I I I I I I O
We have reconstituted ligand - dependent activation of the receptor to a DNA - binding form by using the dioxin receptor and its bHLH - PAS partner factor Arnt expressed by in vitro translation in reticulocyte lysate .,O O O O O O O O O O O O B I I I O O O B I O O B I I I I B O O O O O O O O O
Deletion of the PAS domain of the receptor resulted in constitutive dimerization with Arnt .,O O O B I O O O O O O O O B O
"In contrast , this receptor mutant showed low levels of xenobiotic response element - binding activity , indicating that the PAS domain may be important for DNA - binding affinity and / or specificity of the receptor .",O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O
"At least two distinct domains of the receptor mediated interaction with hsp90 : the ligand - binding domain located within the PAS region and , surprisingly , the bHLH domain .",O O O O O O O O O O O B O O B I I I O O O B I O O O O O B I O
"Whereas ligand - binding activity correlated with association with hsp90 , bHLH - hsp90 interaction appeared to be important for DNA - binding activity but not for dimerization of the receptor .",O O O O O O O O O B O O O B O O O O O O O O O O O O O O O O O O
"Several distinct roles for hsp90 in modulating dioxin receptor function are therefore likely : correct folding of the ligand - binding domain , interference with Arnt heterodimerization , and folding of a DNA - binding conformation of the bHLH domain .",O O O O B O O B I O O O O O O O O O O O O O O O O B O O O O O O O O O O O O B I O
"Thus , the dioxin receptor system provides a complex and interesting model of the regulation of transcription factors by hsp90 .",O O O B I O O O O O O O O O O O B I O B O
"Aspirin - like drugs ( ALD ) induce calcium mobilization , an essential component of T cell activation , but do not induce the biosynthesis of IL - 2 .",O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O
"To understand the extent to which ALD may mimic mitogenic stimulation , we studied cytoplasmic and nuclear signaling steps in ALD - treated T cells .",O O O O O O O O O O O O O O O O O O O O O O O O O O
We found that ALD induce a transient activation of protein kinase ( PKC ) but have no effect ( in comparison to anti - CD3 antibodies ) on protein tyrosine phosphorylation nor on PCL gamma 1 tyrosine phosphorylation .,O O O O O O O O O B I O B O O O O O O O O O B I I I O O O O O O O O O O O O O
"ALD - induced calcium mobilization and PKC activation are independent of tyrosine protein kinase activity as shown by the lack of effect of herbimycin , a tyrosine - protein kinase - specific inhibitor .",O O O O O O B O O O O B I I O O O O O O O O O O O O B I I I O O O O
"Although we detected no IL - 2 mRNA in ALD - treated cells , the nuclei of these cells contain proteins capable of binding to three regulatory sequences in the IL - 2 promoter region : NFAT , NF kappa B , and AP - 1 .",O O O O B I I I O O O O O O O O O O O O O O O O O O B I O O B I I I I O B O B I I O O B I I O
These binding activities are expressed only in activated T cells .,O O O O O O O O O O O
The expression of AP - 1 depended on calcium mobilization and PKC activation .,O O O B I I O O O O O B O O
"These data suggest that ALD cause transient but significant changes in T cell transmembrane signaling , although some events induced by stimulation with anti - CD3 antibodies are not induced by ALD .",O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O
The signal is transmitted to the nucleus and induces DNA - binding activity by several transcription factors .,O O O O O O O O O O O O O O O B I O
"However , the ALD stimulus is not capable of causing complete T cell activation .",O O O O O O O O O O O O O O O
"The aim of this present study was to investigate the role of protein kinase C ( PKC ) , downstream of p21ras , in activating interleukin - 2 ( IL - 2 ) gene expression .",O O O O O O O O O O O O B I I O B O O O O B O O O B I I I I I I I I O O
It has been reported that PKC is an effector of p21ras in T cells .,O O O O O B O O B O B O O O O
Reporter gene experiments demonstrated that NF - kappa B transcriptional activity is not affected by expression of activated p21ras .,O O O O O B I I I O O O O O O O O O B O
The C - terminus of the B cell activator Oct - 2 functions as an activation domain in yeast .,O B I I O O B I I B I I O O O B I O O O
Oct - 1 and Oct - 2 are human transcriptional activators that bind to the same DNA element but activate distinct sets of genes .,B I I O B I I O O B I O O O O O O O O O O O O O O
We expressed these factors in S . cerevisiae and observed greater than 5 - fold stimulation of a lacZ reporter gene only with Oct - 2 .,O O O O O O O O O O O O O O O O O O B I I O O B I I O
"Transfer of the Oct - 2 C - terminal domain onto either Oct - 1 ( Oct1 . 2 ) or a nonactivating DNA - binding domain from GAL4 created activators capable of greater than 15 and 10 - fold stimulation of activity , respectively .",O O O B I I I I I I O O B I I O B I I O O O B I I I I O B O O O O O O O O O O O O O O O O O
"Thus , the C - terminus of Oct - 2 is sufficient to confer activation potential to nonactive DNA - binding fragments in yeast .",O O O B I I O B I I O O O O O O O O B I I I O O O
Glucocorticoid - induced apoptosis of lymphoid cells .,O O O O O O O O
The induction of cell death in lymphoid cells by glucocorticoids is one of the earliest and most thoroughly studied models of apoptosis .,O O O O O O O O O O O O O O O O O O O O O O O
Although the exact mechanism by which apoptosis occurs in lymphocytes is unknown many biochemical and molecular changes have been shown to occur in these cells in response to glucocorticoids .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
